Baltimore Orioles,"Groom, Buddy",3000000,Pitcher
Baltimore Orioles,"Hairston, Jerry",1550000,Shortstop
Baltimore Orioles,"Helling, Rick",1000000,Pitcher
Baltimore Orioles,"Hentgen, Pat",1200000,Pitcher
Baltimore Orioles,"Johson, Jason",2900000,Pitcher
Baltimore Orioles,"Julio, Jorge",350000,Pitcher
Baltimore Orioles,"Leon, Jose",305000,Third Baseman
Baltimore Orioles,"Ligtenberg, Kerry",1200000,Pitcher
Baltimore Orioles,"Lopez, Rodrigo",325000,Pitcher
Baltimore Orioles,"Matthews, Gary",900000,Outfielder
Baltimore Orioles,"Mora, Melvin",1725000,Outfielder
Baltimore Orioles,"Morban, Jose",300000,Shortstop
Baltimore Orioles,"Ponson, Sidney",4250000,Pitcher
Baltimore Orioles,"Roberts, Willis",3500000,Pitcher
Baltimore Orioles,"Ryan, BJ",762500,Pitcher
Baltimore Orioles,"Segui, David",7000000,First Baseman
Baltimore Orioles,"Surhoff, BJ",1000000,First Baseman
Tampa Bay Devil Rays,"Abernathy, Brent",300000,Second Baseman
Tampa Bay Devil Rays,"Anderson, Marlon",600000,Second Baseman
Tampa Bay Devil Rays,"Baldelli, Rocco",300000,Outfielder
Tampa Bay Devil Rays,"Bierbrodt, Nick",300000,Pitcher
Tampa Bay Devil Rays,"Carter, Lance",300000,Pitcher
Tampa Bay Devil Rays,"Colome, Jesus",300000,Pitcher
Tampa Bay Devil Rays,"Crawford, Carl",300000,Outfielder
Tampa Bay Devil Rays,"Grieve, Ben",5500000,Outfielder
Tampa Bay Devil Rays,"Hall, Toby",300000,Catcher
Tampa Bay Devil Rays,"Harper, Travis",325000,Pitcher
Tampa Bay Devil Rays,"Huff, Aubrey",325000,Third Baseman
Tampa Bay Devil Rays,"Kennedy, Joe",300000,Pitcher
Tampa Bay Devil Rays,"Lee, Travis",500000,First Baseman
Tampa Bay Devil Rays,"Martin, Al",300000,Outfielder
Tampa Bay Devil Rays,"McClung, Seth",300000,Pitcher
Tampa Bay Devil Rays,"Ordonez, Rey",6500000,Shortstop
Tampa Bay Devil Rays,"Parque, Jim",400000,Pitcher
Tampa Bay Devil Rays,"Parris, Steve",400000,Pitcher
Tampa Bay Devil Rays,"Rolls, Damian",300000,Third Baseman
Tampa Bay Devil Rays,"Seay, Bobby",300000,Pitcher
Tampa Bay Devil Rays,"Shumpert, Terry",300000,Second Baseman
Tampa Bay Devil Rays,"Sosa, Jorge",300000,Pitcher
Tampa Bay Devil Rays,"Valentin, Javier",300000,Catcher
Tampa Bay Devil Rays,"Venafro, Mike",300000,Pitcher
Tampa Bay Devil Rays,"Zambrano, Victor",300000,Pitcher
Kansas City Royals,"Affeldt, Jeremy",313000,Pitcher
Kansas City Royals,"Asencio, Miguel",314000,Pitcher
Kansas City Royals,"Beltran, Carlos",6000000,Outfielder
Kansas City Royals,"Berger, Grandon",304000,Outfielder
Kansas City Royals,"Berroa, Angel",302000,Shortstop
Kansas City Royals,"Brown, Dermal",309500,Outfielder
Kansas City Royals,"Bukvich, Ryan",304500,Pitcher
Kansas City Royals,"Carrasco, DJ",300000,Pitcher
Kansas City Royals,"Difelice, Mike",625000,Catcher
Kansas City Royals,"Febles, Carlos",775000,Second Baseman
Kansas City Royals,"George, Chris",303500,Pitcher
Kansas City Royals,"Grimsley, Jason",2000000,Pitcher
Kansas City Royals,"Harvey, Ken",300000,First Baseman
Kansas City Royals,"Hernandez, Runelvys",305500,Pitcher
Kansas City Royals,"Ibanez, Raul",3000000,Outfielder
Kansas City Royals,"Johnson, Rontrez",300000,Outfielder
Kansas City Royals,"Lopez, Albie",1500000,Pitcher
Kansas City Royals,"Lopez, Mendy",300000,Shortstop
Kansas City Royals,"MacDougal, Mike",301000,Pitcher
Kansas City Royals,"May, Darrell",450000,Pitcher
Kansas City Royals,"Mayne, Brent",2750000,Catcher
Kansas City Royals,"Randa, Joe",4500000,Third Baseman
Kansas City Royals,"Relaford, Desi",900000,Shortstop
Kansas City Royals,"Sweeney, Mike",11000000,First Baseman
Kansas City Royals,"Tucker, Michael",2750000,Outfielder
Kansas City Royals,"Wilson, Kris",311000,Pitcher
Minnesota Twins,"Cuddyer, Michael",302500,Outfielder
Minnesota Twins,"Fetters, Mike",500000,Pitcher
Minnesota Twins,"Fiore, Tony",330000,Pitcher
Minnesota Twins,"Gomez, Chris",500000,Shortstop
Minnesota Twins,"Guardado, Eddie",2700000,Pitcher
Minnesota Twins,"Guzman, Cristian",2525000,Shortstop
Minnesota Twins,"Hawkins, Latroy",3000000,Pitcher
Minnesota Twins,"Hocking, Denny",1000000,Second Baseman
Minnesota Twins,"Hunter, Torii",4750000,Outfielder
Minnesota Twins,"Jones, Jacque",2750000,Outfielder
Minnesota Twins,"Kielty, Bobby",325000,Outfielder
Minnesota Twins,"Koskie, Corey",3400000,Third Baseman
Minnesota Twins,"Lecroy, Matt",312500,Catcher
Minnesota Twins,"Lohse, Kyle",330000,Pitcher
Minnesota Twins,"Mays, Joe",4150000,Pitcher
Minnesota Twins,"Mientkiewicz, Doug",1750000,First Baseman
Minnesota Twins,"Milton, Eric",6000000,Pitcher
Minnesota Twins,"Mohr, Dustan",315000,Outfielder
Minnesota Twins,"Pierzynski, AJ",365000,Catcher
Minnesota Twins,"Prince, Tom",450000,Catcher
Minnesota Twins,"Radke, Brad",8750000,Pitcher
Minnesota Twins,"Reed, Rick",8000000,Pitcher
Minnesota Twins,"Rivas, Luis",340000,Second Baseman
Minnesota Twins,"Rogers, Kenny",2000000,Pitcher
Minnesota Twins,"Romero, JC",325000,Pitcher
Minnesota Twins,"Santana, Johan",335000,Pitcher
Chicago White Sox,"Alomar Jr, Sandy",700000,Catcher
Chicago White Sox,"Buehrle, Mark",445000,Pitcher
Chicago White Sox,"Colon, Bartolo",8250000,Pitcher
Chicago White Sox,"Crede, Joe",315000,Third Baseman
Chicago White Sox,"Daubach, Brian",450000,First Baseman
Chicago White Sox,"Garland, Jon",375000,Pitcher
Chicago White Sox,"Glover, Gary",330000,Pitcher
Chicago White Sox,"Gordon, Tom",1400000,Pitcher
Chicago White Sox,"Graffanino, Tony",675000,Second Baseman
Chicago White Sox,"Jimenez, D'angelo",345000,Shortstop
Chicago White Sox,"Koch, Billy",4250000,Pitcher
Chicago White Sox,"Konerko, Paul",6250000,First Baseman
Chicago White Sox,"Lee, Carlos",4200000,Outfielder
Chicago White Sox,"Loaiza, Esteban",500000,Pitcher
Chicago White Sox,"Marte, Damaso",330000,Pitcher
Chicago White Sox,"Olivo, Miguel",300000,Catcher
Chicago White Sox,"Ordonez, Magglio",9000000,Outfielder
Chicago White Sox,"Paul, Josh",325000,Catcher
Chicago White Sox,"Rios, Armando",450000,Outfielder
Chicago White Sox,"Rowand, Aaron",320000,Outfielder
Chicago White Sox,"Stewart, Josh",300000,Pitcher
Chicago White Sox,"Thomas, Frank",5000000,First Baseman
Chicago White Sox,"Valentin, Jose",5000000,Outfielder
Chicago White Sox,"White, Ribk",600000,Pitcher
Chicago White Sox,"Wright, Danny",325000,Pitcher
Chicago White Sox,"Wunsch, Kelly",575000,Pitcher
Detroit Tigers,"Anderson, Matt",3200000,Pitcher
Detroit Tigers,"Bernero, Adam",314000,Pitcher
Detroit Tigers,"Bocachica, Hiram",325000,Outfielder
Detroit Tigers,"Bonderman, Jeremy",300000,Pitcher
Detroit Tigers,"Cornejo, Nate",303000,Pitcher
Detroit Tigers,"German, Franklyn",300000,Pitcher
Detroit Tigers,"Halter, Shane",2150000,Shortstop
Detroit Tigers,"Higginson, Bobby",11850000,Outfielder
Detroit Tigers,"Infante, Omar",300000,Shortstop
Detroit Tigers,"Inge, Brandon",315000,Catcher
Detroit Tigers,"Kingsale, Eugene",340000,Outfielder
Detroit Tigers,"Knotts, Gary",305000,Pitcher
Detroit Tigers,"Ledezma, Wilfredo",300000,Pitcher
Detroit Tigers,"Maroth, Mike",309000,Pitcher
Detroit Tigers,"Munson, Eric",1700000,Third Baseman
Detroit Tigers,"Palmer, Dean",8500000,Third Baseman
Detroit Tigers,"Paquette, Craig",2625000,Third Baseman
Detroit Tigers,"Patterson, Danny",2500000,Pitcher
Detroit Tigers,"Pena, Carlos",310000,First Baseman
Detroit Tigers,"Roney, Matt",300000,Pitcher
Detroit Tigers,"Santiago, Ramon",307000,Second Baseman
Detroit Tigers,"Sparks, Steve",4500000,Pitcher
Detroit Tigers,"Spurling, Chris",305000,Pitcher
Detroit Tigers,"Walbeck, Matt",400000,Catcher
Detroit Tigers,"Walker, Jamie",360000,Pitcher
Detroit Tigers,"Young, Dmitri",6750000,Outfielder
Seattle Mariners,"Bloomquist, Willie",300000,Second Baseman
Seattle Mariners,"Boone, Bret",8000000,Second Baseman
Seattle Mariners,"Borders, Pat",500000,Catcher
Seattle Mariners,"Cameron, Mike",7416667,Outfielder
Seattle Mariners,"Carrara, Giovanni",400000,Pitcher
Seattle Mariners,"Cirillo, Jeff",6725000,Third Baseman
Seattle Mariners,"Colbrunn, Greg",750000,First Baseman
Seattle Mariners,"Davis, Ben",1000000,Catcher
Seattle Mariners,"Franklin, Ryan",425000,Pitcher
Seattle Mariners,"Garcia, Freddy",6875000,Pitcher
Seattle Mariners,"Guillen, Carlos",2500000,Shortstop
Seattle Mariners,"Hasegawa, Shigetoshi",1800000,Pitcher
Seattle Mariners,"Mabry, John",600000,First Baseman
Seattle Mariners,"Martinez, Edgar",4000000,First Baseman
Seattle Mariners,"Mateo, Julio",302500,Pitcher
Seattle Mariners,"McLemore, Mark",3150000,Second Baseman
Seattle Mariners,"Meche, Gil",325000,Pitcher
Seattle Mariners,"Moyer, Jamie",6500000,Pitcher
Seattle Mariners,"Nelson, Jeff",3983333,Pitcher
Seattle Mariners,"Olerud, John",7700000,First Baseman
Seattle Mariners,"Pineiro, Joel",440000,Pitcher
Seattle Mariners,"Rhodes, Arthur",3500000,Pitcher
Seattle Mariners,"Sasaki, Kazuhiro",8000000,Pitcher
Seattle Mariners,"Snelling, Chris",300000,Outfielder
Seattle Mariners,"Suzuki, Ichiro",4666667,Outfielder
Seattle Mariners,"Wilson, Dan",3500000,Catcher
Seattle Mariners,"Winn, Randy",3300000,Outfielder
Oakland Athletics,"Bowie, Micah",304000,Pitcher
Oakland Athletics,"Bradford, Chad",331000,Pitcher
Oakland Athletics,"Byrnes, Eric",300000,Outfielder
Oakland Athletics,"Chavez, Eric",3675000,Third Baseman
Oakland Athletics,"Durazo, Erubiel",1065000,First Baseman
Oakland Athletics,"Dye, Jermaine",11666667,Outfielder
Oakland Athletics,"Ellis, Mark",307500,Shortstop
Oakland Athletics,"Fikac, Jeremy",316000,Pitcher
Oakland Athletics,"Foulke, Keith",6000000,Pitcher
Oakland Athletics,"Gant, Ron",350000,Outfielder
Oakland Athletics,"Halama, John",750000,Pitcher
Oakland Athletics,"Hatteberg, Scott",1750000,Catcher
Oakland Athletics,"Hernandez, Ramon",1887500,Catcher
Oakland Athletics,"Hudson, Tim",2700000,Pitcher
Oakland Athletics,"Johnson, Mark L",500000,Catcher
Oakland Athletics,"Lilly, Ted",335000,Pitcher
Oakland Athletics,"Long, Terrence",2175000,Outfielder
Oakland Athletics,"Mecir, Jim",3216667,Pitcher
Oakland Athletics,"Menechino, Frank",334500,Second Baseman
Oakland Athletics,"Mulder, Mark",2650000,Pitcher
Oakland Athletics,"Neu, Mike",300000,Pitcher
Oakland Athletics,"Piatt, Adam",322000,Third Baseman
Oakland Athletics,"Rincon, Ricardo",1700000,Pitcher
Oakland Athletics,"Singleton, Chris",1200000,Outfielder
Oakland Athletics,"Tejada, Miguel",5125000,Shortstop
Oakland Athletics,"Zito, Barry",1000000,Pitcher
Texas Rangers,"Blalock, Hank",302500,Third Baseman
Texas Rangers,"Clark, Jermaine",300000,Second Baseman
Texas Rangers,"Cordero, Francisco",900000,Pitcher
Texas Rangers,"Diaz, Einar",1837500,Catcher
Texas Rangers,"Everett, Carl",9150000,Outfielder
Texas Rangers,"Fultz, Aaron",600000,Pitcher
Texas Rangers,"Garcia, Reynaldo",300000,Pitcher
Texas Rangers,"Glanville, Doug",1000000,Outfielder
Texas Rangers,"Gonzalez, Juan",13000000,Outfielder
Texas Rangers,"Greene, Todd",750000,Catcher
Texas Rangers,"Greer, Rusty",7000000,Outfielder
Texas Rangers,"Kreuter, Chad",750000,Catcher
Texas Rangers,"Lamb, Mike",440000,Third Baseman
Texas Rangers,"Lewis, Colby",302500,Pitcher
Texas Rangers,"Mench, Kevin",327500,Outfielder
Texas Rangers,"Nitkowski, CJ",550000,Pitcher
Texas Rangers,"Palmeiro, Rafael",9000000,First Baseman
Texas Rangers,"Park, Chan Ho",13000000,Pitcher
Texas Rangers,"Perry, Herbert",1300000,Third Baseman
Texas Rangers,"Powell, Jay",3250000,Pitcher
Texas Rangers,"Rodriguez, Alex",22000000,Shortstop
Texas Rangers,"Sierra, Ruben",600000,Outfielder
Texas Rangers,"Teixeira, Mark",750000,Third Baseman
Texas Rangers,"Thomson, John",1300000,Pitcher
Texas Rangers,"Urbina, Ugueth",4500000,Pitcher
Texas Rangers,"Valdes, Ismael",2500000,Pitcher
Texas Rangers,"Van Poppel, Todd",2500000,Pitcher
Texas Rangers,"Yan, Esteban",1500000,Pitcher
Texas Rangers,"Young, Mike B",415000,Shortstop
Texas Rangers,"Zimmerman, Jeff",3366667,Pitcher
,,,
Source:  USA Today,,,
